status,tempo_empresa,moradia,tempo_emprestimo,idade,estado_civil,registros,trabalho,despesas,renda,ativos,dividas,valor_emprestimo,preco_do_bem
bom,3,própria,60,33,casada(o),sim,autônomo,75,225,2000,0,1400,1980
bom,1,pais,60,21,solteira(o),não,autônomo,35,100,0,0,900,1290
ruim,0,própria,36,34,casada(o),não,meio período,75,80,4500,300,600,1339
bom,6,própria,60,27,solteira(o),não,fixo,35,208,6000,3300,1500,1559
ruim,21,própria,60,44,casada(o),não,fixo,90,105,1150,720,200,1078
bom,17,própria,60,51,casada(o),não,fixo,60,98,4000,0,860,1113
bom,7,alugada,18,33,casada(o),não,fixo,113,532,0,0,1000,2290
bom,10,própria,60,35,casada(o),não,fixo,60,140,4000,0,1000,1578
bom,2,própria,48,38,casada(o),não,fixo,75,90,7000,2000,500,1039
bom,0,alugada,60,28,casada(o),não,fixo,76,155,0,0,800,1218
bom,2,própria,60,26,casada(o),não,fixo,45,120,3500,0,300,1329
bom,10,própria,36,34,casada(o),não,fixo,90,159,3000,250,300,500
bom,6,própria,60,27,casada(o),não,fixo,45,122,2000,1000,1300,1384
ruim,7,própria,60,32,casada(o),não,meio período,75,156,3500,0,1300,1553
bom,18,própria,48,43,solteira(o),não,fixo,35,90,2500,0,1000,1626
bom,3,própria,18,30,solteira(o),não,meio período,35,130,5000,0,1100,1674
bom,6,própria,18,42,casada(o),não,autônomo,90,45,4000,34,200,1500
bom,0,alugada,36,26,casada(o),não,meio período,72,118,1000,0,600,1421
ruim,0,própria,24,20,solteira(o),não,outros,60,152,2000,0,400,480
bom,8,alugada,48,24,solteira(o),não,fixo,49,135,0,0,1000,1274
bom,4,alugada,48,27,casada(o),não,fixo,58,125,0,0,1200,1580
bom,1,alugada,36,35,casada(o),não,autônomo,66,208,4000,0,1000,1300
ruim,1,pais,48,18,solteira(o),não,meio período,35,81,0,0,1150,1314
bom,3,própria,24,35,casada(o),não,fixo,75,160,1800,0,200,957
bom,10,alugada,60,33,casada(o),não,autônomo,75,300,2700,0,1000,1500
bom,8,priv,36,39,casada(o),não,fixo,60,135,4000,1500,1300,1504
bom,20,pais,60,36,casada(o),não,fixo,60,121,0,0,850,935
bom,3,pais,48,29,solteira(o),não,fixo,35,145,0,0,1000,1028
ruim,1,pais,48,23,solteira(o),não,fixo,35,165,0,0,1300,1440
bom,19,própria,12,34,casada(o),não,autônomo,75,428,32000,0,500,1030
bom,2,alugada,48,57,casada(o),não,outros,68,233,0,0,1200,1366
ruim,11,própria,60,38,casada(o),sim,fixo,90,245,4000,0,1700,1768
ruim,1,própria,36,52,casada(o),sim,autônomo,60,NA,100000,20000,1500,2340
ruim,1,própria,48,42,casada(o),sim,autônomo,75,200,9000,4500,1400,1700
bom,15,própria,60,44,casada(o),não,autônomo,60,42,10000,0,910,1450
bom,10,própria,48,37,divorciada(o),não,fixo,35,87,3500,450,500,1155
ruim,1,priv,48,34,casada(o),sim,autônomo,45,200,3000,1500,1000,1191
bom,25,própria,12,43,casada(o),não,autônomo,75,250,100000,0,600,841
ruim,4,alugada,60,42,divorciada(o),sim,fixo,70,350,0,0,2200,2441
ruim,0,outras,48,24,casada(o),não,fixo,60,105,0,0,1200,1516
bom,1,própria,60,36,solteira(o),não,autônomo,60,100,4500,1500,400,1591
ruim,2,pais,60,52,casada(o),sim,autônomo,75,160,5000,0,1350,1999
bom,16,pais,60,34,solteira(o),não,autônomo,35,NA,12000,0,1200,1336
ruim,0,alugada,36,34,separada(o),não,fixo,49,140,0,0,1150,1600
bom,16,pais,60,31,casada(o),não,fixo,45,160,0,0,1400,1850
bom,8,própria,60,36,casada(o),não,autônomo,75,148,2600,0,1400,1775
bom,20,pais,36,50,casada(o),não,autônomo,45,113,20000,0,700,1224
bom,5,pais,60,33,casada(o),não,fixo,45,97,0,0,1500,1663
bom,20,própria,60,54,casada(o),não,fixo,60,107,1500,0,1250,1500
ruim,5,alugada,60,40,casada(o),sim,fixo,66,206,0,0,1900,2225
bom,1,própria,60,29,casada(o),não,fixo,45,275,6000,1810,1600,1930
bom,3,própria,60,31,casada(o),não,fixo,45,176,4500,2500,1400,1607
bom,2,alugada,36,32,casada(o),não,fixo,63,175,0,0,1000,1230
bom,3,própria,24,51,casada(o),não,fixo,45,223,20000,0,1400,1581
bom,7,alugada,60,31,casada(o),não,fixo,67,70,0,0,790,1072
ruim,9,alugada,36,46,casada(o),não,fixo,84,87,0,0,1200,1471
ruim,1,própria,60,35,casada(o),não,autônomo,90,42,5000,100,500,1300
bom,14,pais,60,33,solteira(o),não,fixo,35,60,0,0,1150,1192
bom,6,outras,48,25,solteira(o),não,fixo,35,300,0,0,2400,2700
bom,0,outras,36,31,casada(o),não,fixo,75,144,0,0,450,500
ruim,15,alugada,36,43,casada(o),não,autônomo,75,NA,15000,2000,1100,1720
bom,2,pais,48,30,casada(o),não,fixo,60,180,0,0,1350,1770
ruim,1,alugada,48,40,casada(o),não,outros,82,69,0,0,1100,1197
bom,12,alugada,60,37,casada(o),sim,fixo,86,110,0,0,700,950
ruim,1,pais,36,22,solteira(o),sim,meio período,35,50,0,0,425,450
ruim,0,pais,60,24,solteira(o),sim,meio período,35,86,0,0,1400,1707
bom,11,própria,36,27,casada(o),não,fixo,60,172,7000,0,900,1201
ruim,9,alugada,60,32,casada(o),sim,autônomo,71,109,0,0,1135,1355
bom,13,própria,60,43,casada(o),não,fixo,60,95,3000,0,890,1196
bom,29,alugada,60,57,casada(o),não,fixo,80,203,0,0,1100,1297
ruim,33,própria,48,59,casada(o),sim,fixo,45,114,10000,0,1200,1420
bom,3,alugada,48,60,viúva(o),não,autônomo,54,186,0,0,850,1036
bom,0,alugada,60,25,solteira(o),não,fixo,51,155,0,0,800,1201
bom,5,pais,60,28,casada(o),não,fixo,60,195,1800,0,1000,1527
ruim,3,própria,60,40,casada(o),não,autônomo,75,246,2500,0,1300,1500
bom,21,alugada,48,36,casada(o),não,fixo,86,113,0,0,950,1057
bom,6,própria,48,27,casada(o),não,autônomo,60,290,4300,900,1500,2127
ruim,1,outras,48,33,casada(o),sim,autônomo,75,NA,0,0,1000,2218
bom,25,própria,60,44,casada(o),não,fixo,45,125,2500,0,1200,1570
bom,5,alugada,24,34,casada(o),não,autônomo,95,199,0,0,250,650
bom,1,própria,60,28,casada(o),não,fixo,45,133,5000,9000,700,1175
bom,1,própria,60,39,casada(o),não,fixo,60,210,2000,0,700,825
ruim,2,outras,48,47,solteira(o),sim,autônomo,35,NA,0,0,2150,2152
bom,11,própria,60,28,casada(o),não,fixo,45,78,4000,0,850,978
bom,1,alugada,36,37,divorciada(o),não,meio período,55,200,15000,0,1100,1650
bom,0,pais,60,20,casada(o),não,autônomo,45,100,0,0,1850,2150
ruim,2,alugada,48,36,casada(o),não,fixo,85,95,0,0,1340,1771
bom,5,alugada,48,28,casada(o),não,fixo,63,183,0,0,1100,1615
bom,2,pais,24,20,solteira(o),não,fixo,35,43,0,0,450,994
bom,7,priv,60,32,casada(o),não,fixo,75,120,3000,3000,870,1147
ruim,3,pais,60,19,solteira(o),não,autônomo,45,198,2500,0,1100,1194
ruim,2,alugada,36,21,solteira(o),não,fixo,45,100,0,0,700,825
bom,3,alugada,36,23,solteira(o),não,fixo,50,150,0,0,1000,1128
bom,10,própria,36,47,casada(o),não,fixo,60,133,3000,0,360,360
bom,10,própria,48,37,viúva(o),não,outros,45,110,3000,0,500,1190
bom,10,própria,60,51,casada(o),não,fixo,60,202,2000,0,1400,1580
bom,1,priv,24,31,casada(o),não,fixo,60,140,2000,500,1100,1600
bom,4,própria,60,49,casada(o),não,fixo,45,123,5000,0,1450,1735
bom,2,própria,60,27,casada(o),não,fixo,45,275,8000,4500,1500,2178
ruim,3,priv,60,34,casada(o),sim,fixo,75,200,2500,0,1350,1589
bom,6,própria,60,28,solteira(o),não,autônomo,35,NA,7000,800,1500,1828
ruim,0,própria,48,29,separada(o),não,fixo,35,55,4000,0,757,1566
bom,1,própria,60,51,casada(o),não,outros,45,105,3000,0,1200,1250
bom,15,própria,60,34,casada(o),não,fixo,75,146,5000,0,1400,1626
bom,10,própria,60,42,casada(o),sim,fixo,75,100,6000,1500,1350,1414
ruim,2,alugada,60,46,separada(o),não,fixo,49,136,0,0,1500,1687
bom,8,própria,60,40,casada(o),não,fixo,60,90,4500,0,1100,1638
bom,4,própria,60,32,casada(o),não,autônomo,60,NA,6000,0,1100,1296
bom,7,própria,60,26,casada(o),não,fixo,60,116,3000,0,1400,1460
bom,17,própria,36,31,casada(o),não,fixo,75,128,7000,4800,700,1400
bom,10,própria,54,47,casada(o),não,fixo,60,105,3000,0,850,911
bom,6,própria,30,45,casada(o),não,fixo,90,125,3000,0,1050,1559
bom,0,outras,60,26,casada(o),não,meio período,45,68,0,0,1200,1315
bom,1,própria,36,41,casada(o),não,fixo,75,400,5500,0,1800,2600
bom,6,própria,48,31,casada(o),não,fixo,60,251,3000,400,1000,1208
bom,2,alugada,60,23,solteira(o),não,fixo,58,225,0,0,800,975
bom,2,pais,60,34,solteira(o),não,fixo,35,140,0,0,1200,1274
bom,15,própria,48,34,separada(o),não,autônomo,45,NA,5000,0,900,1197
bom,7,alugada,60,38,casada(o),não,autônomo,107,320,1500,0,1050,1092
bom,0,própria,36,55,casada(o),sim,autônomo,45,NA,16000,0,900,1100
bom,1,alugada,60,54,casada(o),não,outros,54,87,8000,0,1000,1202
ruim,2,pais,54,24,solteira(o),sim,autônomo,35,NA,0,0,1800,2646
ruim,15,própria,60,37,casada(o),não,outros,90,90,5000,1800,1500,1816
ruim,0,alugada,60,43,casada(o),não,autônomo,75,NA,0,0,1400,1700
bom,2,pais,48,26,casada(o),não,fixo,60,110,10000,0,1300,1700
bom,20,própria,54,59,casada(o),não,autônomo,60,87,3500,0,500,984
bom,30,alugada,60,54,casada(o),não,fixo,54,93,0,0,1000,1387
bom,12,própria,48,27,casada(o),sim,fixo,45,110,5000,1300,450,1636
bom,2,alugada,60,28,solteira(o),não,fixo,43,81,0,0,1000,1135
ruim,3,própria,60,53,casada(o),não,fixo,45,98,3500,0,1350,1453
bom,7,própria,60,48,casada(o),não,autônomo,60,155,4500,0,1400,1500
bom,4,própria,48,30,casada(o),não,fixo,60,167,3500,1000,800,1350
bom,14,priv,60,28,casada(o),não,fixo,60,190,18000,0,1850,2247
bom,10,própria,60,34,casada(o),não,fixo,75,110,2500,300,1150,1367
ruim,3,própria,60,33,separada(o),não,autônomo,35,NA,6000,0,950,950
ruim,12,alugada,60,55,casada(o),sim,fixo,62,170,0,0,1800,2154
ruim,20,própria,36,40,solteira(o),sim,autônomo,35,NA,8500,400,750,1100
bom,5,pais,60,28,solteira(o),não,fixo,35,70,0,0,900,1492
ruim,2,própria,60,31,solteira(o),não,fixo,35,55,7500,0,800,1351
ruim,30,pais,60,56,casada(o),não,fixo,45,80,10000,0,1500,2040
bom,3,própria,60,38,casada(o),sim,meio período,75,81,4000,0,1000,1037
ruim,0,outras,48,25,solteira(o),não,fixo,35,139,0,0,1200,1202
bom,0,alugada,48,35,casada(o),não,fixo,66,206,0,0,1500,1683
ruim,5,outras,24,41,separada(o),não,autônomo,35,NA,0,0,500,1000
bom,3,pais,48,31,solteira(o),não,fixo,35,120,0,0,1000,1100
bom,30,outras,48,52,casada(o),não,autônomo,90,300,12000,0,1700,1734
bom,13,priv,60,33,casada(o),não,fixo,75,224,7000,0,1600,1604
bom,0,alugada,60,30,casada(o),não,fixo,68,80,0,0,1000,1330
ruim,3,própria,60,37,casada(o),não,meio período,90,166,3000,0,800,877
bom,0,própria,36,54,casada(o),não,meio período,60,110,11500,0,1100,1759
ruim,7,pais,48,32,casada(o),sim,fixo,45,161,0,0,970,1564
bom,4,própria,60,23,casada(o),não,fixo,45,80,4000,0,1100,1306
bom,10,própria,24,39,casada(o),não,fixo,75,150,3000,0,500,1108
ruim,1,alugada,36,28,solteira(o),não,autônomo,52,170,0,0,350,1500
bom,2,pais,60,43,casada(o),não,fixo,45,100,0,0,1500,1645
bom,30,alugada,60,50,casada(o),não,autônomo,68,225,10000,0,1300,1500
bom,3,alugada,60,41,casada(o),sim,fixo,77,166,0,0,2200,2625
bom,0,pais,36,27,solteira(o),não,fixo,45,200,5000,0,800,1456
bom,10,própria,42,25,casada(o),não,fixo,45,110,3000,0,1500,2178
bom,4,alugada,36,35,solteira(o),não,fixo,46,110,0,0,1000,1642
bom,1,própria,60,31,casada(o),não,meio período,45,160,4000,300,1200,1265
bom,13,pais,36,43,solteira(o),não,fixo,35,204,0,0,200,325
ruim,4,pais,60,28,casada(o),não,meio período,45,135,0,0,1350,1471
bom,1,pais,48,22,solteira(o),não,autônomo,45,158,0,0,260,1440
bom,8,própria,60,42,casada(o),sim,autônomo,75,290,10000,0,1200,2140
bom,14,própria,60,41,casada(o),não,fixo,60,100,6000,0,450,1377
bom,6,própria,60,29,casada(o),não,fixo,60,115,6000,2000,1250,1780
bom,1,própria,18,27,casada(o),não,meio período,45,149,2000,0,700,818
bom,16,própria,60,32,casada(o),sim,fixo,75,143,4000,0,650,1017
bom,10,pais,36,27,casada(o),sim,fixo,60,150,0,0,1000,1788
bom,11,pais,48,37,solteira(o),não,fixo,35,199,10000,0,1100,1212
bom,40,alugada,36,59,casada(o),não,fixo,59,142,0,0,1000,1800
ruim,13,própria,54,52,casada(o),não,fixo,75,80,4000,0,1300,1394
ruim,7,alugada,36,25,casada(o),não,fixo,69,93,0,0,250,400
bom,3,pais,36,24,separada(o),não,fixo,45,113,0,0,850,940
bom,13,pais,48,51,casada(o),não,fixo,45,92,3000,500,1220,1433
bom,7,própria,36,39,casada(o),não,autônomo,75,205,4000,0,1300,1439
bom,7,própria,60,33,solteira(o),não,fixo,35,210,6000,0,1700,2414
bom,4,própria,24,31,casada(o),não,fixo,60,256,3000,0,600,1571
bom,5,alugada,36,30,casada(o),não,autônomo,101,260,0,0,1000,1500
bom,7,própria,60,24,casada(o),não,fixo,45,106,2500,0,1200,1258
bom,10,própria,48,31,casada(o),não,fixo,60,160,4500,0,450,1403
bom,16,própria,60,39,casada(o),não,fixo,60,148,3500,0,750,1346
bom,2,própria,36,42,casada(o),não,fixo,75,220,3500,0,1500,2195
bom,6,própria,36,37,casada(o),não,autônomo,75,63,4000,50,800,1637
bom,3,própria,36,38,casada(o),não,fixo,75,106,8500,0,2375,2375
ruim,16,própria,60,42,casada(o),não,fixo,75,81,3500,0,870,873
ruim,1,pais,60,23,solteira(o),não,fixo,35,100,0,0,1210,1450
ruim,0,outras,60,40,casada(o),sim,fixo,75,260,2500,0,1500,1607
bom,12,própria,24,36,casada(o),não,fixo,60,243,6000,0,600,1376
bom,1,alugada,60,27,solteira(o),não,fixo,44,88,0,0,1000,1092
bom,40,própria,24,60,casada(o),não,autônomo,75,186,8000,0,900,1307
bom,30,própria,48,45,casada(o),não,fixo,75,105,10000,2400,830,1128
bom,5,própria,48,65,casada(o),não,autônomo,75,80,30000,2000,700,1698
bom,10,priv,60,40,casada(o),não,fixo,60,154,1500,0,825,1075
ruim,13,alugada,60,40,separada(o),não,autônomo,64,35,2500,0,1920,1920
bom,3,alugada,48,33,casada(o),não,fixo,66,63,2000,0,800,1298
ruim,0,outras,36,28,casada(o),sim,outros,45,297,8000,0,1360,1362
ruim,1,alugada,60,33,casada(o),não,fixo,91,161,0,0,1700,1770
bom,25,própria,36,51,separada(o),não,autônomo,35,200,5000,0,1700,2022
bom,11,priv,48,31,casada(o),não,fixo,45,140,4000,0,700,1225
bom,7,própria,12,36,casada(o),não,fixo,90,125,20000,0,375,724
bom,4,pais,24,23,solteira(o),não,fixo,35,78,3000,0,500,1346
ruim,5,outras,60,33,solteira(o),não,fixo,35,57,0,0,1000,1415
bom,31,alugada,60,51,casada(o),sim,fixo,135,300,0,0,1000,1380
ruim,0,outras,60,31,casada(o),não,autônomo,60,NA,0,0,1400,1500
bom,10,própria,36,32,casada(o),não,autônomo,75,202,2100,0,900,900
bom,16,própria,48,50,casada(o),não,fixo,90,175,21500,1950,1100,1639
bom,19,própria,36,52,casada(o),não,autônomo,45,150,15000,0,1420,2220
bom,0,pais,60,34,solteira(o),não,outros,45,158,2000,0,1020,1600
ruim,3,outras,36,25,solteira(o),não,fixo,45,NA,0,0,900,1270
bom,1,própria,48,28,casada(o),não,meio período,45,123,4000,1978,1100,1556
ruim,1,alugada,48,36,casada(o),não,autônomo,88,125,0,0,1500,1878
ruim,0,própria,60,27,casada(o),não,meio período,45,113,3000,1500,1200,1532
bom,2,própria,24,26,casada(o),sim,autônomo,45,167,4000,0,340,900
ruim,4,alugada,36,24,casada(o),sim,fixo,75,148,0,0,900,1100
ruim,0,priv,60,47,casada(o),não,meio período,75,156,2000,200,600,1556
bom,13,própria,48,40,casada(o),não,fixo,60,123,4000,0,900,1054
ruim,1,própria,60,42,casada(o),não,meio período,120,143,5500,2000,1160,1285
ruim,17,alugada,48,52,casada(o),não,fixo,93,180,0,0,1200,1338
ruim,0,outras,60,26,solteira(o),não,outros,35,NA,0,0,1200,1571
bom,5,alugada,36,45,casada(o),não,outros,90,150,10000,0,1100,1556
bom,17,própria,60,47,casada(o),não,fixo,60,92,4500,0,1100,1194
bom,8,própria,60,25,casada(o),não,fixo,45,139,4000,1300,1450,1556
bom,0,própria,60,50,casada(o),não,fixo,75,250,15500,0,1000,1989
bom,5,própria,6,44,casada(o),não,fixo,75,315,13000,0,500,2624
ruim,8,própria,36,48,casada(o),sim,fixo,35,121,3000,0,400,925
bom,3,própria,48,19,solteira(o),não,fixo,35,180,4000,0,800,1128
bom,18,própria,48,48,casada(o),sim,fixo,105,129,3000,0,780,2220
bom,22,própria,60,46,casada(o),não,fixo,90,214,8000,0,1120,1395
bom,12,própria,60,50,casada(o),não,fixo,45,99,5000,0,1100,1137
bom,12,pais,36,30,casada(o),não,autônomo,75,110,0,0,800,875
ruim,13,priv,60,30,casada(o),sim,fixo,75,85,3500,0,1100,1417
bom,3,própria,18,39,casada(o),sim,fixo,90,138,7000,0,500,700
bom,1,própria,60,27,casada(o),não,fixo,60,93,4000,0,1000,1207
bom,29,própria,60,52,casada(o),não,fixo,75,100,3000,0,1100,1268
bom,1,alugada,48,42,casada(o),não,autônomo,76,160,0,0,1200,1326
ruim,3,outras,36,22,casada(o),não,fixo,45,215,0,0,1470,1480
bom,23,pais,60,43,solteira(o),não,fixo,35,90,3500,0,1050,1228
bom,20,própria,36,36,casada(o),não,fixo,90,464,5000,0,2000,2168
bom,5,priv,60,23,casada(o),não,fixo,35,167,7000,2160,1650,2100
bom,3,alugada,60,40,casada(o),não,fixo,84,86,0,0,1000,1197
ruim,1,priv,24,50,casada(o),não,autônomo,60,125,5000,3000,360,510
bom,15,própria,36,52,casada(o),não,fixo,105,274,8000,0,300,325
bom,10,própria,36,38,casada(o),não,fixo,75,135,5500,1440,690,1000
ruim,0,pais,48,35,casada(o),sim,fixo,60,300,0,0,1400,1748
ruim,9,própria,60,34,casada(o),sim,autônomo,75,300,4000,300,1000,1392
bom,9,alugada,60,34,casada(o),não,fixo,103,128,0,0,500,820
bom,25,própria,18,49,casada(o),não,autônomo,90,90,4000,0,300,1275
ruim,19,própria,60,37,solteira(o),sim,fixo,35,115,10000,6000,1500,1758
bom,10,alugada,60,33,casada(o),não,fixo,56,107,0,0,600,1250
bom,10,própria,60,34,casada(o),não,autônomo,75,300,11000,0,1000,1560
bom,10,própria,48,42,casada(o),não,autônomo,105,230,30000,5000,1200,1570
bom,4,própria,24,32,casada(o),não,fixo,45,122,4000,1,500,1045
bom,1,pais,36,19,solteira(o),não,meio período,35,43,0,0,425,500
bom,1,própria,48,45,casada(o),não,autônomo,90,250,4000,0,1700,1800
bom,19,pais,12,41,casada(o),não,autônomo,90,190,500,0,500,1600
bom,6,própria,60,25,casada(o),não,autônomo,45,100,3500,2500,950,1177
bom,2,alugada,48,19,solteira(o),não,autônomo,60,246,20500,0,1370,1371
ruim,11,alugada,36,59,casada(o),não,fixo,69,85,0,0,850,1100
bom,20,alugada,36,56,casada(o),sim,fixo,77,173,0,0,1100,1256
bom,18,alugada,48,42,casada(o),sim,autônomo,75,150,0,0,1000,1469
ruim,0,pais,60,38,casada(o),não,meio período,90,86,5000,0,1600,1682
bom,0,pais,60,22,solteira(o),não,meio período,45,183,4000,0,1150,1150
ruim,1,alugada,36,44,separada(o),não,outros,55,100,0,0,675,675
bom,1,própria,60,31,casada(o),não,fixo,60,94,2500,0,900,1236
bom,25,própria,48,49,casada(o),não,fixo,60,150,6000,0,650,1265
bom,15,alugada,60,55,casada(o),não,autônomo,74,140,0,0,1000,1204
ruim,21,alugada,60,55,viúva(o),não,fixo,56,107,0,0,1100,1353
bom,10,priv,36,38,casada(o),sim,fixo,60,117,4030,0,950,1330
bom,12,própria,60,60,casada(o),não,fixo,60,230,12000,0,950,1200
ruim,10,alugada,60,58,divorciada(o),não,autônomo,82,470,0,0,1350,1488
bom,20,outras,36,39,casada(o),não,fixo,60,102,0,0,650,1695
bom,10,própria,60,34,casada(o),não,fixo,75,210,6000,0,900,1547
bom,1,pais,60,21,solteira(o),não,meio período,35,42,0,0,1100,1112
bom,5,alugada,60,37,solteira(o),não,fixo,48,130,0,0,600,1062
ruim,2,priv,48,25,casada(o),não,meio período,45,90,3000,2000,800,1567
bom,15,pais,36,39,solteira(o),não,fixo,60,120,0,0,900,900
bom,1,pais,60,22,casada(o),não,fixo,60,117,0,0,1100,1280
bom,11,própria,30,35,casada(o),não,fixo,75,160,4000,0,700,1340
bom,3,alugada,60,50,casada(o),não,meio período,69,90,0,0,1300,1490
ruim,2,outras,36,49,casada(o),sim,outros,45,50,0,0,1600,2640
bom,15,própria,48,30,casada(o),não,autônomo,75,100,27000,5000,900,900
bom,13,própria,60,32,casada(o),não,fixo,75,182,5000,2500,1300,1569
ruim,11,alugada,60,37,solteira(o),sim,fixo,74,135,0,0,1400,1937
bom,2,própria,60,24,casada(o),não,meio período,45,67,4100,2800,1400,1403
bom,32,própria,24,63,casada(o),não,autônomo,45,NA,90000,0,1000,1501
ruim,1,própria,60,25,casada(o),não,meio período,60,137,2700,1900,1150,1255
bom,3,alugada,54,23,casada(o),não,fixo,59,140,0,0,1300,1345
ruim,1,pais,60,22,solteira(o),não,fixo,35,85,0,0,1950,2134
bom,37,própria,60,52,casada(o),não,fixo,45,324,7000,0,1550,1590
ruim,11,alugada,18,39,casada(o),sim,autônomo,60,NA,0,0,250,400
ruim,0,própria,60,29,casada(o),sim,fixo,45,100,4500,0,1200,1406
ruim,5,alugada,60,43,solteira(o),não,autônomo,39,42,0,0,1600,1872
bom,4,própria,60,35,casada(o),não,fixo,60,251,6500,4000,1000,1123
bom,1,pais,60,27,solteira(o),não,fixo,35,180,0,0,1000,1067
ruim,10,pais,60,34,casada(o),sim,autônomo,60,400,12000,0,2075,2253
bom,20,alugada,36,39,casada(o),não,fixo,91,158,0,0,380,580
bom,1,própria,36,51,casada(o),não,fixo,75,300,6000,0,1450,1992
bom,15,alugada,12,35,separada(o),não,fixo,44,90,9000,0,400,1400
bom,12,própria,60,33,casada(o),sim,autônomo,90,146,15000,0,1150,1284
bom,0,própria,60,30,casada(o),sim,fixo,75,255,4000,0,1500,1749
bom,5,própria,60,25,solteira(o),não,autônomo,35,250,14000,0,1400,2125
bom,6,própria,60,53,casada(o),não,autônomo,45,50,16000,0,1000,1505
bom,6,alugada,60,26,casada(o),não,fixo,60,150,0,0,1200,1376
bom,1,própria,60,61,casada(o),sim,autônomo,45,NA,97000,2900,1200,2154
bom,35,outras,60,63,viúva(o),não,fixo,35,190,0,0,750,1138
bom,9,alugada,60,30,casada(o),não,fixo,63,178,0,0,1680,1931
bom,12,própria,60,43,casada(o),sim,fixo,75,254,14000,2900,1200,1698
bom,20,alugada,60,35,solteira(o),não,fixo,56,110,0,0,1000,1279
ruim,15,própria,36,49,casada(o),não,autônomo,75,70,3572,1728,1650,2755
ruim,3,alugada,60,34,casada(o),sim,fixo,85,100,0,0,1000,1600
bom,2,própria,60,26,casada(o),sim,fixo,60,137,4000,350,1200,2200
bom,4,alugada,42,41,casada(o),não,autônomo,90,NA,10000,0,1300,2260
bom,10,própria,60,30,casada(o),sim,fixo,60,242,7500,0,1550,1904
bom,9,própria,60,51,casada(o),não,fixo,90,85,4000,0,1380,1580
ruim,35,própria,36,51,casada(o),não,autônomo,45,NA,11700,0,1300,2810
bom,1,alugada,36,40,casada(o),não,fixo,58,125,0,0,700,700
bom,30,pais,24,53,casada(o),não,autônomo,90,500,0,0,600,1100
bom,12,outras,60,33,casada(o),não,fixo,60,140,0,0,1650,1910
